date,product_id,category,region,channel,sales,units_sold,promotion_flag,discount_rate,campaign_name,promotion_cost
2025-01-18,FRA-E,Fragrance,East,Brand.com,2835.0,63,0,0.0,No Campaign,0.0
2025-01-18,FRA-W,Fragrance,West,Shopee,3024.0,84,1,0.2,Member Day,209.49
2025-01-19,SKI-N,Skincare,North,Brand.com,4452.0,159,0,0.0,No Campaign,0.0
2025-01-19,SKI-S,Skincare,South,Shopee,3052.0,109,0,0.0,No Campaign,0.0
2025-01-19,SKI-E,Skincare,East,Amazon,3452.4,137,1,0.1,Member Day,621.36
2025-01-19,SKI-W,Skincare,West,Amazon,3276.0,117,0,0.0,No Campaign,0.0
2025-01-19,MAK-N,Makeup,North,Brand.com,1782.0,81,0,0.0,No Campaign,0.0
2025-01-19,MAK-S,Makeup,South,Retail,1650.0,75,0,0.0,No Campaign,0.0
2025-01-19,MAK-E,Makeup,East,Retail,2871.0,145,1,0.1,Spring Promo,289.41
2025-01-19,MAK-W,Makeup,West,Brand.com,1926.1,103,1,0.15,Spring Promo,943.35
2025-01-19,HAI-N,Haircare,North,Amazon,1454.4,101,1,0.2,Flash Sale,807.74
2025-01-19,HAI-S,Haircare,South,Amazon,1368.0,76,0,0.0,No Campaign,0.0
2025-01-19,HAI-E,Haircare,East,Amazon,1790.1,117,1,0.15,Spring Promo,257.84
2025-01-19,HAI-W,Haircare,West,Shopee,1396.8,97,1,0.2,Bundle Deal,663.38
2025-01-19,FRA-N,Fragrance,North,Amazon,3780.0,84,0,0.0,No Campaign,0.0
2025-01-19,FRA-S,Fragrance,South,Brand.com,3510.0,78,0,0.0,No Campaign,0.0
2025-01-19,FRA-E,Fragrance,East,Shopee,3105.0,69,0,0.0,No Campaign,0.0
2025-01-19,FRA-W,Fragrance,West,Retail,3021.75,79,1,0.15,Bundle Deal,452.65
2025-01-20,SKI-N,Skincare,North,Shopee,4117.4,173,1,0.15,Flash Sale,281.05
2025-01-20,SKI-S,Skincare,South,Shopee,2828.0,101,0,0.0,No Campaign,0.0
2025-01-20,SKI-E,Skincare,East,Brand.com,3920.0,140,0,0.0,No Campaign,0.0
2025-01-20,SKI-W,Skincare,West,Brand.com,3136.0,112,0,0.0,No Campaign,0.0
2025-01-20,MAK-N,Makeup,North,Retail,2442.0,111,0,0.0,No Campaign,0.0
2025-01-20,MAK-S,Makeup,South,Shopee,2095.5,127,1,0.25,Spring Promo,357.34
2025-01-20,MAK-E,Makeup,East,Retail,2653.2,134,1,0.1,Spring Promo,880.14
2025-01-20,MAK-W,Makeup,West,Brand.com,2098.8,106,1,0.1,Member Day,1079.07
2025-01-20,HAI-N,Haircare,North,Brand.com,1422.0,79,0,0.0,No Campaign,0.0
2025-01-20,HAI-S,Haircare,South,Shopee,1458.0,81,0,0.0,No Campaign,0.0
2025-01-20,HAI-E,Haircare,East,Shopee,1548.0,86,0,0.0,No Campaign,0.0
2025-01-20,HAI-W,Haircare,West,Amazon,1296.0,72,0,0.0,No Campaign,0.0
2025-01-20,FRA-N,Fragrance,North,Amazon,3735.0,83,0,0.0,No Campaign,0.0
2025-01-20,FRA-S,Fragrance,South,Retail,2655.0,59,0,0.0,No Campaign,0.0
2025-01-20,FRA-E,Fragrance,East,Brand.com,2745.0,61,0,0.0,No Campaign,0.0
2025-01-20,FRA-W,Fragrance,West,Shopee,2565.0,57,0,0.0,No Campaign,0.0
2025-01-21,SKI-N,Skincare,North,Amazon,3752.0,134,0,0.0,No Campaign,0.0
2025-01-21,SKI-S,Skincare,South,Amazon,4242.0,202,1,0.25,Spring Promo,970.98
2025-01-21,SKI-E,Skincare,East,Amazon,3360.0,120,0,0.0,No Campaign,0.0
2025-01-21,SKI-W,Skincare,West,Brand.com,3785.6,169,1,0.2,Spring Promo,645.96
2025-01-21,MAK-N,Makeup,North,Amazon,2921.6,166,1,0.2,Spring Promo,222.12
2025-01-21,MAK-S,Makeup,South,Amazon,1430.0,65,0,0.0,No Campaign,0.0
2025-01-21,MAK-E,Makeup,East,Retail,1848.0,84,0,0.0,No Campaign,0.0
2025-01-21,MAK-W,Makeup,West,Brand.com,2376.0,135,1,0.2,Bundle Deal,1039.95
2025-01-21,HAI-N,Haircare,North,Shopee,1530.0,85,0,0.0,No Campaign,0.0
2025-01-21,HAI-S,Haircare,South,Shopee,1377.0,85,1,0.1,Member Day,1164.52
2025-01-21,HAI-E,Haircare,East,Shopee,1425.6,88,1,0.1,Flash Sale,1094.1
2025-01-21,HAI-W,Haircare,West,Amazon,1134.0,63,0,0.0,No Campaign,0.0
2025-01-21,FRA-N,Fragrance,North,Retail,4016.25,119,1,0.25,Member Day,1168.19
2025-01-21,FRA-S,Fragrance,South,Amazon,2430.0,54,0,0.0,No Campaign,0.0
2025-01-21,FRA-E,Fragrance,East,Amazon,3924.0,109,1,0.2,Spring Promo,331.24
2025-01-21,FRA-W,Fragrance,West,Amazon,2655.0,59,0,0.0,No Campaign,0.0
2025-01-22,SKI-N,Skincare,North,Shopee,3220.0,115,0,0.0,No Campaign,0.0
2025-01-22,SKI-S,Skincare,South,Amazon,3080.0,110,0,0.0,No Campaign,0.0
2025-01-22,SKI-E,Skincare,East,Retail,3808.0,136,0,0.0,No Campaign,0.0
2025-01-22,SKI-W,Skincare,West,Amazon,3301.2,131,1,0.1,Bundle Deal,664.6
2025-01-22,MAK-N,Makeup,North,Shopee,1870.0,85,0,0.0,No Campaign,0.0
2025-01-22,MAK-S,Makeup,South,Retail,2722.5,165,1,0.25,Flash Sale,1107.82
2025-01-22,MAK-E,Makeup,East,Amazon,2178.0,99,0,0.0,No Campaign,0.0
2025-01-22,MAK-W,Makeup,West,Shopee,1562.0,71,0,0.0,No Campaign,0.0
2025-01-22,HAI-N,Haircare,North,Shopee,1386.0,77,0,0.0,No Campaign,0.0
2025-01-22,HAI-S,Haircare,South,Shopee,1368.0,76,0,0.0,No Campaign,0.0
2025-01-22,HAI-E,Haircare,East,Retail,1278.0,71,0,0.0,No Campaign,0.0
2025-01-22,HAI-W,Haircare,West,Amazon,1224.0,68,0,0.0,No Campaign,0.0
2025-01-22,FRA-N,Fragrance,North,Amazon,3748.5,98,1,0.15,Flash Sale,367.48
2025-01-22,FRA-S,Fragrance,South,Shopee,2115.0,47,0,0.0,No Campaign,0.0
2025-01-22,FRA-E,Fragrance,East,Brand.com,3780.0,84,0,0.0,No Campaign,0.0
2025-01-22,FRA-W,Fragrance,West,Retail,3206.25,95,1,0.25,Flash Sale,983.42
2025-01-23,SKI-N,Skincare,North,Amazon,3724.0,133,0,0.0,No Campaign,0.0
2025-01-23,SKI-S,Skincare,South,Amazon,3740.8,167,1,0.2,Member Day,240.75
2025-01-23,SKI-E,Skincare,East,Retail,3164.0,113,0,0.0,No Campaign,0.0
2025-01-23,SKI-W,Skincare,West,Brand.com,2828.0,101,0,0.0,No Campaign,0.0
2025-01-23,MAK-N,Makeup,North,Amazon,2750.0,125,0,0.0,No Campaign,0.0
2025-01-23,MAK-S,Makeup,South,Brand.com,2090.0,95,0,0.0,No Campaign,0.0
2025-01-23,MAK-E,Makeup,East,Shopee,2182.4,124,1,0.2,Bundle Deal,399.54
2025-01-23,MAK-W,Makeup,West,Brand.com,2118.6,107,1,0.1,Flash Sale,1160.78
2025-01-23,HAI-N,Haircare,North,Brand.com,1314.0,73,0,0.0,No Campaign,0.0
2025-01-23,HAI-S,Haircare,South,Amazon,1044.0,58,0,0.0,No Campaign,0.0
2025-01-23,HAI-E,Haircare,East,Amazon,2025.0,150,1,0.25,Spring Promo,638.62
2025-01-23,HAI-W,Haircare,West,Shopee,1771.2,123,1,0.2,Flash Sale,1192.13
2025-01-23,FRA-N,Fragrance,North,Retail,3735.0,83,0,0.0,No Campaign,0.0
2025-01-23,FRA-S,Fragrance,South,Amazon,3285.0,73,0,0.0,No Campaign,0.0
2025-01-23,FRA-E,Fragrance,East,Shopee,2970.0,66,0,0.0,No Campaign,0.0
2025-01-23,FRA-W,Fragrance,West,Amazon,2250.0,50,0,0.0,No Campaign,0.0
2025-01-24,SKI-N,Skincare,North,Retail,4345.6,194,1,0.2,Flash Sale,714.82
2025-01-24,SKI-S,Skincare,South,Brand.com,2604.0,93,0,0.0,No Campaign,0.0
2025-01-24,SKI-E,Skincare,East,Brand.com,3080.0,110,0,0.0,No Campaign,0.0
2025-01-24,SKI-W,Skincare,West,Brand.com,3388.0,121,0,0.0,No Campaign,0.0
2025-01-24,MAK-N,Makeup,North,Shopee,2552.0,145,1,0.2,Member Day,436.05
2025-01-24,MAK-S,Makeup,South,Brand.com,2046.0,93,0,0.0,No Campaign,0.0
2025-01-24,MAK-E,Makeup,East,Brand.com,1958.0,89,0,0.0,No Campaign,0.0
2025-01-24,MAK-W,Makeup,West,Retail,2002.0,91,0,0.0,No Campaign,0.0
2025-01-24,HAI-N,Haircare,North,Retail,1879.2,116,1,0.1,Bundle Deal,674.63
2025-01-24,HAI-S,Haircare,South,Retail,1458.0,81,0,0.0,No Campaign,0.0
2025-01-24,HAI-E,Haircare,East,Retail,1494.0,83,0,0.0,No Campaign,0.0
2025-01-24,HAI-W,Haircare,West,Amazon,1278.0,71,0,0.0,No Campaign,0.0
2025-01-24,FRA-N,Fragrance,North,Shopee,2880.0,64,0,0.0,No Campaign,0.0
2025-01-24,FRA-S,Fragrance,South,Shopee,1980.0,44,0,0.0,No Campaign,0.0
2025-01-24,FRA-E,Fragrance,East,Retail,3285.0,73,0,0.0,No Campaign,0.0
2025-01-24,FRA-W,Fragrance,West,Retail,2610.0,58,0,0.0,No Campaign,0.0
2025-01-25,SKI-N,Skincare,North,Brand.com,3388.0,121,0,0.0,No Campaign,0.0
2025-01-25,SKI-S,Skincare,South,Brand.com,3304.0,118,0,0.0,No Campaign,0.0
2025-01-25,SKI-E,Skincare,East,Amazon,3724.0,133,0,0.0,No Campaign,0.0
2025-01-25,SKI-W,Skincare,West,Retail,2660.0,95,0,0.0,No Campaign,0.0
2025-01-25,MAK-N,Makeup,North,Amazon,2574.0,117,0,0.0,No Campaign,0.0
2025-01-25,MAK-S,Makeup,South,Shopee,1936.0,88,0,0.0,No Campaign,0.0
2025-01-25,MAK-E,Makeup,East,Brand.com,3309.9,177,1,0.15,Member Day,883.25
2025-01-25,MAK-W,Makeup,West,Shopee,2481.6,141,1,0.2,Bundle Deal,995.51
2025-01-25,HAI-N,Haircare,North,Shopee,1332.0,74,0,0.0,No Campaign,0.0
2025-01-25,HAI-S,Haircare,South,Amazon,1710.0,95,0,0.0,No Campaign,0.0
2025-01-25,HAI-E,Haircare,East,Brand.com,1494.0,83,0,0.0,No Campaign,0.0
2025-01-25,HAI-W,Haircare,West,Amazon,1425.6,88,1,0.1,Spring Promo,488.69
2025-01-25,FRA-N,Fragrance,North,Amazon,3600.0,80,0,0.0,No Campaign,0.0
2025-01-25,FRA-S,Fragrance,South,Shopee,2430.0,60,1,0.1,Spring Promo,517.2
2025-01-25,FRA-E,Fragrance,East,Retail,2700.0,60,0,0.0,No Campaign,0.0
2025-01-25,FRA-W,Fragrance,West,Amazon,2430.0,54,0,0.0,No Campaign,0.0
2025-01-26,SKI-N,Skincare,North,Shopee,3388.0,121,0,0.0,No Campaign,0.0
2025-01-26,SKI-S,Skincare,South,Brand.com,3696.0,132,0,0.0,No Campaign,0.0
2025-01-26,SKI-E,Skincare,East,Amazon,4060.0,145,0,0.0,No Campaign,0.0
2025-01-26,SKI-W,Skincare,West,Amazon,3931.2,156,1,0.1,Member Day,742.36
2025-01-26,MAK-N,Makeup,North,Shopee,1914.0,87,0,0.0,No Campaign,0.0
2025-01-26,MAK-S,Makeup,South,Brand.com,1540.0,70,0,0.0,No Campaign,0.0
2025-01-26,MAK-E,Makeup,East,Amazon,2354.0,107,0,0.0,No Campaign,0.0
2025-01-26,MAK-W,Makeup,West,Retail,2024.0,92,0,0.0,No Campaign,0.0
2025-01-26,HAI-N,Haircare,North,Shopee,1746.0,97,0,0.0,No Campaign,0.0
2025-01-26,HAI-S,Haircare,South,Retail,1422.0,79,0,0.0,No Campaign,0.0
2025-01-26,HAI-E,Haircare,East,Amazon,1458.0,81,0,0.0,No Campaign,0.0
2025-01-26,HAI-W,Haircare,West,Brand.com,1404.0,78,0,0.0,No Campaign,0.0
2025-01-26,FRA-N,Fragrance,North,Retail,2430.0,54,0,0.0,No Campaign,0.0
2025-01-26,FRA-S,Fragrance,South,Brand.com,1935.0,43,0,0.0,No Campaign,0.0
2025-01-26,FRA-E,Fragrance,East,Shopee,3645.0,81,0,0.0,No Campaign,0.0
2025-01-26,FRA-W,Fragrance,West,Brand.com,2945.25,77,1,0.15,Spring Promo,722.48
2025-01-27,SKI-N,Skincare,North,Brand.com,4312.0,154,0,0.0,No Campaign,0.0
2025-01-27,SKI-S,Skincare,South,Amazon,3603.6,143,1,0.1,Flash Sale,1117.75
2025-01-27,SKI-E,Skincare,East,Amazon,4158.0,165,1,0.1,Bundle Deal,243.41
2025-01-27,SKI-W,Skincare,West,Brand.com,3052.0,109,0,0.0,No Campaign,0.0
2025-01-27,MAK-N,Makeup,North,Amazon,2420.0,110,0,0.0,No Campaign,0.0
2025-01-27,MAK-S,Makeup,South,Amazon,1628.0,74,0,0.0,No Campaign,0.0
2025-01-27,MAK-E,Makeup,East,Brand.com,2788.5,169,1,0.25,Spring Promo,436.87
2025-01-27,MAK-W,Makeup,West,Shopee,2112.0,96,0,0.0,No Campaign,0.0
2025-01-27,HAI-N,Haircare,North,Amazon,1386.0,77,0,0.0,No Campaign,0.0
2025-01-27,HAI-S,Haircare,South,Shopee,1818.0,101,0,0.0,No Campaign,0.0
2025-01-27,HAI-E,Haircare,East,Amazon,2004.3,131,1,0.15,Spring Promo,416.74
2025-01-27,HAI-W,Haircare,West,Shopee,1638.0,91,0,0.0,No Campaign,0.0
2025-01-27,FRA-N,Fragrance,North,Retail,3105.0,69,0,0.0,No Campaign,0.0
2025-01-27,FRA-S,Fragrance,South,Amazon,2520.0,56,0,0.0,No Campaign,0.0
2025-01-27,FRA-E,Fragrance,East,Shopee,3735.0,83,0,0.0,No Campaign,0.0
2025-01-27,FRA-W,Fragrance,West,Brand.com,2115.0,47,0,0.0,No Campaign,0.0
2025-01-28,SKI-N,Skincare,North,Amazon,3780.0,135,0,0.0,No Campaign,0.0
2025-01-28,SKI-S,Skincare,South,Brand.com,3502.8,139,1,0.1,Flash Sale,464.9
2025-01-28,SKI-E,Skincare,East,Shopee,3136.0,112,0,0.0,No Campaign,0.0
2025-01-28,SKI-W,Skincare,West,Shopee,2772.0,99,0,0.0,No Campaign,0.0
2025-01-28,MAK-N,Makeup,North,Amazon,2354.0,107,0,0.0,No Campaign,0.0
2025-01-28,MAK-S,Makeup,South,Retail,1562.0,71,0,0.0,No Campaign,0.0
2025-01-28,MAK-E,Makeup,East,Amazon,1870.0,85,0,0.0,No Campaign,0.0
2025-01-28,MAK-W,Makeup,West,Brand.com,1540.0,70,0,0.0,No Campaign,0.0
2025-01-28,HAI-N,Haircare,North,Amazon,1944.0,108,0,0.0,No Campaign,0.0
2025-01-28,HAI-S,Haircare,South,Amazon,1458.0,81,0,0.0,No Campaign,0.0
2025-01-28,HAI-E,Haircare,East,Brand.com,1296.0,72,0,0.0,No Campaign,0.0
2025-01-28,HAI-W,Haircare,West,Amazon,1422.0,79,0,0.0,No Campaign,0.0
2025-01-28,FRA-N,Fragrance,North,Brand.com,2565.0,57,0,0.0,No Campaign,0.0
2025-01-28,FRA-S,Fragrance,South,Retail,3276.0,91,1,0.2,Bundle Deal,582.53
2025-01-28,FRA-E,Fragrance,East,Shopee,3465.0,77,0,0.0,No Campaign,0.0
2025-01-28,FRA-W,Fragrance,West,Amazon,2475.0,55,0,0.0,No Campaign,0.0
2025-01-29,SKI-N,Skincare,North,Brand.com,3500.0,125,0,0.0,No Campaign,0.0
2025-01-29,SKI-S,Skincare,South,Brand.com,3304.0,118,0,0.0,No Campaign,0.0
2025-01-29,SKI-E,Skincare,East,Shopee,3248.0,116,0,0.0,No Campaign,0.0
2025-01-29,SKI-W,Skincare,West,Shopee,2576.0,92,0,0.0,No Campaign,0.0
2025-01-29,MAK-N,Makeup,North,Retail,2068.0,94,0,0.0,No Campaign,0.0
2025-01-29,MAK-S,Makeup,South,Retail,2094.4,112,1,0.15,Member Day,361.76
2025-01-29,MAK-E,Makeup,East,Amazon,2494.8,126,1,0.1,Bundle Deal,408.51
2025-01-29,MAK-W,Makeup,West,Retail,2692.8,153,1,0.2,Bundle Deal,411.98
2025-01-29,HAI-N,Haircare,North,Amazon,1692.0,94,0,0.0,No Campaign,0.0
2025-01-29,HAI-S,Haircare,South,Shopee,1453.5,95,1,0.15,Bundle Deal,1132.73
2025-01-29,HAI-E,Haircare,East,Retail,1876.5,139,1,0.25,Member Day,687.06
2025-01-29,HAI-W,Haircare,West,Shopee,1484.1,97,1,0.15,Spring Promo,866.31
2025-01-29,FRA-N,Fragrance,North,Brand.com,3240.0,72,0,0.0,No Campaign,0.0
2025-01-29,FRA-S,Fragrance,South,Retail,2565.0,57,0,0.0,No Campaign,0.0
2025-01-29,FRA-E,Fragrance,East,Amazon,2295.0,51,0,0.0,No Campaign,0.0
2025-01-29,FRA-W,Fragrance,West,Retail,2340.0,52,0,0.0,No Campaign,0.0
2025-01-30,SKI-N,Skincare,North,Retail,3360.0,120,0,0.0,No Campaign,0.0
2025-01-30,SKI-S,Skincare,South,Amazon,3332.0,119,0,0.0,No Campaign,0.0
2025-01-30,SKI-E,Skincare,East,Shopee,3556.0,127,0,0.0,No Campaign,0.0
2025-01-30,SKI-W,Skincare,West,Shopee,2884.0,103,0,0.0,No Campaign,0.0
2025-01-30,MAK-N,Makeup,North,Retail,2200.0,100,0,0.0,No Campaign,0.0
2025-01-30,MAK-S,Makeup,South,Brand.com,1782.0,81,0,0.0,No Campaign,0.0
2025-01-30,MAK-E,Makeup,East,Shopee,2222.0,101,0,0.0,No Campaign,0.0
2025-01-30,MAK-W,Makeup,West,Brand.com,1870.0,85,0,0.0,No Campaign,0.0
2025-01-30,HAI-N,Haircare,North,Retail,1674.0,93,0,0.0,No Campaign,0.0
2025-01-30,HAI-S,Haircare,South,Retail,2008.8,124,1,0.1,Bundle Deal,604.8
2025-01-30,HAI-E,Haircare,East,Shopee,1764.0,98,0,0.0,No Campaign,0.0
2025-01-30,HAI-W,Haircare,West,Shopee,1224.0,68,0,0.0,No Campaign,0.0
2025-01-30,FRA-N,Fragrance,North,Amazon,2655.0,59,0,0.0,No Campaign,0.0
2025-01-30,FRA-S,Fragrance,South,Shopee,1458.0,36,1,0.1,Flash Sale,880.97
2025-01-30,FRA-E,Fragrance,East,Retail,2790.0,62,0,0.0,No Campaign,0.0
2025-01-30,FRA-W,Fragrance,West,Retail,2700.0,60,0,0.0,No Campaign,0.0
2025-01-31,SKI-N,Skincare,North,Brand.com,3276.0,117,0,0.0,No Campaign,0.0
2025-01-31,SKI-S,Skincare,South,Amazon,3164.0,113,0,0.0,No Campaign,0.0
2025-01-31,SKI-E,Skincare,East,Amazon,3052.0,109,0,0.0,No Campaign,0.0
2025-01-31,SKI-W,Skincare,West,Amazon,2464.0,88,0,0.0,No Campaign,0.0
2025-01-31,MAK-N,Makeup,North,Shopee,2831.4,143,1,0.1,Bundle Deal,986.9
2025-01-31,MAK-S,Makeup,South,Amazon,1672.0,76,0,0.0,No Campaign,0.0
2025-01-31,MAK-E,Makeup,East,Retail,2156.0,98,0,0.0,No Campaign,0.0
2025-01-31,MAK-W,Makeup,West,Brand.com,2112.0,96,0,0.0,No Campaign,0.0
2025-01-31,HAI-N,Haircare,North,Brand.com,1714.5,127,1,0.25,Spring Promo,813.93
2025-01-31,HAI-S,Haircare,South,Retail,1296.0,90,1,0.2,Spring Promo,247.83
2025-01-31,HAI-E,Haircare,East,Amazon,1332.0,74,0,0.0,No Campaign,0.0
2025-01-31,HAI-W,Haircare,West,Retail,1917.0,142,1,0.25,Member Day,1142.32
2025-01-31,FRA-N,Fragrance,North,Brand.com,3105.0,69,0,0.0,No Campaign,0.0
2025-01-31,FRA-S,Fragrance,South,Amazon,2160.0,48,0,0.0,No Campaign,0.0
2025-01-31,FRA-E,Fragrance,East,Shopee,3330.0,74,0,0.0,No Campaign,0.0
2025-01-31,FRA-W,Fragrance,West,Brand.com,2376.0,66,1,0.2,Flash Sale,210.43
2025-02-01,SKI-N,Skincare,North,Amazon,4258.8,169,1,0.1,Spring Promo,730.3
2025-02-01,SKI-S,Skincare,South,Brand.com,3500.0,125,0,0.0,No Campaign,0.0
2025-02-01,SKI-E,Skincare,East,Retail,4767.0,227,1,0.25,Bundle Deal,856.48
2025-02-01,SKI-W,Skincare,West,Brand.com,2716.0,97,0,0.0,No Campaign,0.0
2025-02-01,MAK-N,Makeup,North,Amazon,2838.0,129,0,0.0,No Campaign,0.0
2025-02-01,MAK-S,Makeup,South,Brand.com,1694.0,77,0,0.0,No Campaign,0.0
2025-02-01,MAK-E,Makeup,East,Brand.com,2244.0,102,0,0.0,No Campaign,0.0
2025-02-01,MAK-W,Makeup,West,Brand.com,2337.5,125,1,0.15,Bundle Deal,516.92
2025-02-01,HAI-N,Haircare,North,Retail,2157.3,141,1,0.15,Spring Promo,955.04
2025-02-01,HAI-S,Haircare,South,Brand.com,1332.0,74,0,0.0,No Campaign,0.0
2025-02-01,HAI-E,Haircare,East,Amazon,1566.0,87,0,0.0,No Campaign,0.0
2025-02-01,HAI-W,Haircare,West,Shopee,1296.0,72,0,0.0,No Campaign,0.0
2025-02-01,FRA-N,Fragrance,North,Retail,3150.0,70,0,0.0,No Campaign,0.0
2025-02-01,FRA-S,Fragrance,South,Amazon,2664.0,74,1,0.2,Member Day,350.68
2025-02-01,FRA-E,Fragrance,East,Retail,2925.0,65,0,0.0,No Campaign,0.0
2025-02-01,FRA-W,Fragrance,West,Retail,3825.0,85,0,0.0,No Campaign,0.0
2025-02-02,SKI-N,Skincare,North,Brand.com,3780.0,135,0,0.0,No Campaign,0.0
2025-02-02,SKI-S,Skincare,South,Brand.com,3472.0,124,0,0.0,No Campaign,0.0
2025-02-02,SKI-E,Skincare,East,Amazon,3444.0,123,0,0.0,No Campaign,0.0
2025-02-02,SKI-W,Skincare,West,Shopee,2716.0,97,0,0.0,No Campaign,0.0
2025-02-02,MAK-N,Makeup,North,Retail,2486.0,113,0,0.0,No Campaign,0.0
2025-02-02,MAK-S,Makeup,South,Brand.com,2354.0,107,0,0.0,No Campaign,0.0
2025-02-02,MAK-E,Makeup,East,Shopee,2887.5,175,1,0.25,Bundle Deal,205.23
2025-02-02,MAK-W,Makeup,West,Brand.com,2046.0,93,0,0.0,No Campaign,0.0
2025-02-02,HAI-N,Haircare,North,Shopee,1728.0,96,0,0.0,No Campaign,0.0
2025-02-02,HAI-S,Haircare,South,Retail,1278.0,71,0,0.0,No Campaign,0.0
2025-02-02,HAI-E,Haircare,East,Retail,1638.0,91,0,0.0,No Campaign,0.0
2025-02-02,HAI-W,Haircare,West,Amazon,1368.0,76,0,0.0,No Campaign,0.0
2025-02-02,FRA-N,Fragrance,North,Shopee,2115.0,47,0,0.0,No Campaign,0.0
2025-02-02,FRA-S,Fragrance,South,Shopee,3240.0,72,0,0.0,No Campaign,0.0
2025-02-02,FRA-E,Fragrance,East,Brand.com,4005.0,89,0,0.0,No Campaign,0.0
2025-02-02,FRA-W,Fragrance,West,Amazon,2250.0,50,0,0.0,No Campaign,0.0
2025-02-03,SKI-N,Skincare,North,Amazon,4368.0,156,0,0.0,No Campaign,0.0
2025-02-03,SKI-S,Skincare,South,Retail,3584.0,128,0,0.0,No Campaign,0.0
2025-02-03,SKI-E,Skincare,East,Amazon,3500.0,125,0,0.0,No Campaign,0.0
2025-02-03,SKI-W,Skincare,West,Brand.com,3444.0,123,0,0.0,No Campaign,0.0
2025-02-03,MAK-N,Makeup,North,Retail,2464.0,112,0,0.0,No Campaign,0.0
2025-02-03,MAK-S,Makeup,South,Shopee,2340.8,133,1,0.2,Bundle Deal,573.46
2025-02-03,MAK-E,Makeup,East,Retail,2156.0,98,0,0.0,No Campaign,0.0
2025-02-03,MAK-W,Makeup,West,Shopee,2094.4,119,1,0.2,Member Day,933.62
2025-02-03,HAI-N,Haircare,North,Retail,1836.0,102,0,0.0,No Campaign,0.0
2025-02-03,HAI-S,Haircare,South,Retail,1476.0,82,0,0.0,No Campaign,0.0
2025-02-03,HAI-E,Haircare,East,Amazon,1526.4,106,1,0.2,Member Day,771.87
2025-02-03,HAI-W,Haircare,West,Retail,1368.0,76,0,0.0,No Campaign,0.0
2025-02-03,FRA-N,Fragrance,North,Shopee,2655.0,59,0,0.0,No Campaign,0.0
2025-02-03,FRA-S,Fragrance,South,Amazon,3672.0,102,1,0.2,Spring Promo,256.14
2025-02-03,FRA-E,Fragrance,East,Amazon,3078.0,76,1,0.1,Bundle Deal,386.1
2025-02-03,FRA-W,Fragrance,West,Amazon,3150.0,70,0,0.0,No Campaign,0.0
2025-02-04,SKI-N,Skincare,North,Brand.com,4236.4,178,1,0.15,Member Day,636.85
2025-02-04,SKI-S,Skincare,South,Shopee,3444.0,123,0,0.0,No Campaign,0.0
2025-02-04,SKI-E,Skincare,East,Brand.com,3717.0,177,1,0.25,Spring Promo,1156.61
2025-02-04,SKI-W,Skincare,West,Shopee,3213.0,135,1,0.15,Bundle Deal,571.21
2025-02-04,MAK-N,Makeup,North,Retail,2178.0,132,1,0.25,Spring Promo,687.57
2025-02-04,MAK-S,Makeup,South,Brand.com,2200.0,100,0,0.0,No Campaign,0.0
2025-02-04,MAK-E,Makeup,East,Retail,2200.0,100,0,0.0,No Campaign,0.0
2025-02-04,MAK-W,Makeup,West,Amazon,2002.0,91,0,0.0,No Campaign,0.0
2025-02-04,HAI-N,Haircare,North,Amazon,1764.0,98,0,0.0,No Campaign,0.0
2025-02-04,HAI-S,Haircare,South,Shopee,1279.8,79,1,0.1,Member Day,925.16
2025-02-04,HAI-E,Haircare,East,Shopee,1512.0,84,0,0.0,No Campaign,0.0
2025-02-04,HAI-W,Haircare,West,Shopee,1368.0,76,0,0.0,No Campaign,0.0
2025-02-04,FRA-N,Fragrance,North,Retail,2565.0,57,0,0.0,No Campaign,0.0
2025-02-04,FRA-S,Fragrance,South,Shopee,2115.0,47,0,0.0,No Campaign,0.0
2025-02-04,FRA-E,Fragrance,East,Amazon,2655.0,59,0,0.0,No Campaign,0.0
2025-02-04,FRA-W,Fragrance,West,Amazon,2475.0,55,0,0.0,No Campaign,0.0
2025-02-05,SKI-N,Skincare,North,Shopee,3332.0,119,0,0.0,No Campaign,0.0
2025-02-05,SKI-S,Skincare,South,Amazon,2184.0,78,0,0.0,No Campaign,0.0
2025-02-05,SKI-E,Skincare,East,Brand.com,4664.8,196,1,0.15,Flash Sale,662.3
2025-02-05,SKI-W,Skincare,West,Retail,3593.8,151,1,0.15,Bundle Deal,555.97
2025-02-05,MAK-N,Makeup,North,Amazon,2920.5,177,1,0.25,Bundle Deal,458.62
2025-02-05,MAK-S,Makeup,South,Brand.com,1716.0,78,0,0.0,No Campaign,0.0
2025-02-05,MAK-E,Makeup,East,Amazon,2767.6,148,1,0.15,Bundle Deal,1070.58
2025-02-05,MAK-W,Makeup,West,Amazon,1452.0,66,0,0.0,No Campaign,0.0
2025-02-05,HAI-N,Haircare,North,Shopee,1764.0,98,0,0.0,No Campaign,0.0
2025-02-05,HAI-S,Haircare,South,Retail,1350.0,75,0,0.0,No Campaign,0.0
2025-02-05,HAI-E,Haircare,East,Amazon,1728.0,96,0,0.0,No Campaign,0.0
2025-02-05,HAI-W,Haircare,West,Shopee,1404.0,78,0,0.0,No Campaign,0.0
2025-02-05,FRA-N,Fragrance,North,Shopee,4050.0,120,1,0.25,Bundle Deal,723.33
